cid,majorCategory,crimeCount,borough
1,Arson and Criminal Damage,4841,Lambeth
2,Burglary,5997,Lambeth
3,Drug Offences,4512,Lambeth
4,Miscellaneous Crimes Against Society,901,Lambeth
5,Possession of Weapons,977,Lambeth
6,Public Order Offences,4062,Lambeth
7,Robbery,2859,Lambeth
8,Sexual Offences,1945,Lambeth
9,Theft,19361,Lambeth
10,Vehicle Offences,7365,Lambeth
11,Violence Against the Person,17388,Lambeth
